"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active"
1,0,23.41667,6.2,0.1200515,204.0875,0,0,0,12,1,12
1,0,60.25,2.8,0.2395941,101.8542,0,0,3,232,1,3
1,1,36.33333,6.2,0.1706156,881.2642,0,0,0,36,1,7
1,1,30.16667,2,0.4874438,889.585,0,0,3,6,1,2
1,0,29.33333,4,0.05367281,142.8775,1,0,0,96,0,6
1,0,26.75,2.3,0.2265,434.125,1,0,0,72,1,14
1,0,35.33333,3,0.054018,201.6583,0,0,0,28,1,12
1,0,45.75,1.8,0.004863637,0,1,0,3,528,0,18
1,0,53.25,3.96,0.01289636,7.083333,1,0,0,36,0,5
1,0,42.66667,2.5,0.009122,67.53584,1,1,1,96,0,13
1,2,32,2.28,0.06735965,127.9833,1,0,0,90,0,15
1,0,35,2.5,0.0775176,161.1617,1,0,1,30,1,6
1,0,23.16667,2.6,0.8245508,1786.277,0,0,0,28,1,0
1,0,51.75,3.8,0.1550486,169.8767,1,0,0,120,1,6
1,4,39.41667,4.7,0.2090833,426.4467,1,0,4,12,1,12
1,2,28.75,7,0.0001764706,631.9725,1,1,0,56,0,5
1,0,64.58334,4.5,0.02533895,149.7,1,0,6,6,0,8
1,0,49.66667,4.96,0.01289636,435.9908,1,0,0,36,1,5
1,0,38.33333,3.5606,0.0572476,58.08083,1,0,4,12,1,9
1,0,34.91667,4,0.05904476,3.166667,0,0,2,18,0,0
1,0,47.33333,4.2,0.2309477,2001.547,1,0,4,59,0,13
0,1,33.91667,2,0.0007692308,1510.534,0,0,0,46,0,5
1,9,29.16667,2.3,0.03820546,69.79333,0,0,0,15,1,3
0,0,22.83333,4.9875,0.0002406015,0,1,0,2,19,1,16
0,6,38.25,5.6335,0.0002130114,0,1,0,1,42,0,6
1,0,26.25,3.1894,0.0007177034,258.2908,0,0,0,10,1,11
1,0,21.91667,1.6,0.2326392,205.2542,1,0,0,168,1,4
1,0,24.83333,2.69,0.1571033,258.1667,0,0,1,30,0,0
1,0,38.75,2.8463,0.007026666,15.83333,1,0,3,160,0,0
1,0,36,2.3,0.0002666667,163.0392,1,0,0,26,1,7
1,0,25.33333,3,0.1900073,404.49,1,0,2,30,1,13
1,0,23.25,2.2,0.0001200012,429.905,0,0,2,228,0,0
1,0,40.41667,0.21,0.2718571,47.24166,1,0,2,12,1,1
1,0,21.5,2.8,0.0092175,396.5,0,0,0,36,1,8
1,0,20.16667,4.53,0.0121468,45.35417,1,0,0,126,0,5
0,0,24.58333,2.2,0.1319654,0,0,0,2,6,1,8
1,1,28.5,2,0.192044,73.1725,0,0,0,156,1,4
1,0,45.58333,2.4,0.01216667,391.4175,1,0,2,122,1,2
1,0,25.08333,1.2,0.1227771,0,0,1,0,26,1,17
1,0,54.25,11.9999,0.02006617,200.4933,0,1,0,24,1,15
1,1,29.58333,1.5,0.01972267,510.09,1,0,0,28,1,14
1,0,31.91667,2.7,0.000625,258.8783,0,0,0,19,0,4
1,1,61.08333,4.32,0.03697246,387.2183,1,0,1,180,0,19
1,0,19,2.8,0.0005714286,0,1,0,0,10,0,0
1,0,42.83333,3.5412,0.1834562,839.3008,0,0,6,108,1,15
1,0,28.08333,5.47,0.03474402,133.0683,1,0,3,18,1,0
0,0,25.41667,4,3e-04,0,0,0,0,36,1,32
1,0,24.91667,3.4,0.04985151,301.0175,0,0,0,17,1,3
1,0,34.16667,3.4,0.08662446,664.1208,1,0,5,81,1,7
1,1,54.66667,3,0.1065361,0,0,0,2,78,1,9
1,0,32.91667,2.6,0.07879038,402.7225,0,0,1,6,1,3
1,0,40,4.8,0.01570033,232.2758,0,0,2,124,1,4
0,0,22.91667,5.3,0.0005853659,0,0,0,0,42,0,4
1,0,38.91667,1.5,0.06697714,273.49,1,0,0,96,1,11
1,0,43.75,3.6208,0.04983705,150.2917,1,0,3,97,0,19
1,0,38.91667,2.16,0.05966339,106.2008,1,0,1,66,1,14
1,0,28.41667,2.5,0.006635826,402.7875,1,0,0,4,1,7
1,0,24.16667,0.49,0.00244898,219.2717,1,0,1,100,1,5
1,0,24.75,2.2,0.03501814,284.2558,1,0,0,36,1,31
1,0,42,6.3,0.02919232,213,1,0,3,18,1,20
1,0,25.58333,2.4,0.3252597,201.5825,0,0,0,2,1,5
1,0,33.08333,2.76,0.04137513,70.285,0,0,3,72,1,6
1,0,30.33333,2.5,0.0356228,188.7275,1,0,3,30,1,25
1,0,37.08333,8.124,0.03150603,213.1292,0,0,0,27,1,5
1,0,31.08333,2,6e-04,202.47,0,0,0,15,1,17
1,0,24.5,2.1,0.3213481,69.4275,0,0,3,28,1,5
1,0,31.75,10.9999,0.00075,97.42416,0,0,0,12,1,0
0,4,46.91667,2.1,0.0005714286,0,0,0,0,138,0,3
0,0,36.16667,6.5,0.2897866,0,1,0,4,120,1,18
0,1,52.75,3.1,0.0003870968,0,1,0,0,75,1,0
1,0,34.16667,2.616,0.04070939,111.6175,0,0,2,252,1,0
0,4,53,3.7,0.0003243243,0,0,0,2,24,1,11
1,0,22.33333,2.6,0.05342556,239.4867,1,0,0,48,0,1
1,0,32.16667,2.5,0.0210496,0,1,0,3,106,0,14
1,0,25.16667,3,0.09530056,568.2433,1,0,0,46,0,4
0,5,21.08333,2.7268,0.0004400763,0,0,0,0,18,1,0
0,0,27.41667,2.05,0.00075,0,1,0,1,42,0,0
1,0,23.25,2.5,0.02842812,91.99667,1,0,0,128,1,10
0,0,45.5,6.5,0.0001846154,0,0,0,2,153,1,9
0,1,35.16667,4.288,0.0004615385,0,1,0,0,24,1,13
0,0,37.25,1.5548,0.0007718034,0,1,0,1,56,1,0
1,0,30.75,4.3,0.1346951,482.6575,0,0,4,16,1,6
1,0,24.66667,4.44,0.0002702703,642.4742,0,0,2,98,1,3
1,0,28.41667,3.4064,0.01978,858.3475,0,0,0,33,1,18
1,0,31.58333,6.5,0.0002926829,602.9208,1,0,2,12,1,6
0,0,35.91667,1.85,0.0006486487,0,0,0,0,38,0,0
0,0,27.08333,2.64,0.01679833,0,0,0,0,24,1,1
1,0,40.41667,1.8,0.03098167,46.05584,0,0,1,4,1,14
1,0,33.83333,2,0.038431,63.55167,0,0,0,24,1,6
1,0,22.75,5.1,0.5418599,90.06333,0,0,0,60,1,2
1,1,35.58333,3.5606,0.1090841,323.5875,0,0,0,40,1,10
1,0,30.41667,2.6,0.1106477,239.4867,0,0,1,12,1,13
0,0,31.58333,3.73,0.0005929733,0,0,0,0,151,1,7
1,0,34,1.8,0.111475,321.2108,1,0,0,6,1,0
1,0,25.66667,2.9,0.08686655,209.8442,0,0,0,26,1,6
1,0,35.58333,4.075,0.1506275,200.5867,0,0,0,29,0,9
0,4,42.41667,2.95,0.0006666667,0,0,0,2,48,1,10
0,0,37,1.6213,0.000375,0,0,0,2,30,0,0
1,0,41.08333,4.5,0.1325831,325.85,0,0,0,24,1,5
0,0,37.41667,7,0.0001714286,0,0,0,0,12,1,9
0,0,27.66667,2.2,0.07505192,0,0,0,2,6,1,0
1,0,30.08333,2.6,0.08228679,191.8358,1,0,4,51,1,16
1,0,39.08333,2.2,0.0005454546,181.015,1,0,1,9,1,0
1,0,26.75,4.4692,0.07547747,7.083333,1,0,1,13,1,1
1,1,37.58333,2.7,0.0004444444,163.18,0,0,2,169,1,28
1,0,35.25,3.7,0.03023229,176.2717,1,0,1,12,1,0
1,0,26.75,3.68,0.02071958,61.33333,0,0,0,34,1,4
1,0,21.91667,2.3,0.07491956,57.44083,0,0,3,29,1,2
1,0,28.16667,4.7,0.0049,7.416667,0,0,0,6,1,19
0,0,27.58333,2.35,0.0637624,7.083333,0,0,1,36,1,1
1,0,23.08333,2.04,0.0219424,91.17667,0,0,3,12,1,9
1,0,27.83333,3,0.05023229,25.5075,1,0,0,17,1,11
1,0,43.33333,3.9495,0.05493143,517.2117,1,0,6,6,1,0
0,0,21.08333,9.9999,0.0006091371,0,0,0,1,8,0,0
1,0,30.58333,9,0.2599927,396.2717,1,0,2,4,0,7
0,0,31,3.54,0.006866666,19.59,0,0,2,3,1,0
1,0,49.16667,2.6611,0.09956446,21.465,1,0,0,269,0,6
1,0,35,4.3,0.0249386,88.94667,0,0,1,12,1,3
1,1,48.66667,2,6e-04,885.0858,1,0,3,114,1,15
1,11,24.58333,7,0.03546543,206.3817,0,0,6,63,1,3
1,1,29.58333,2.4,0.01527,82.65916,1,0,1,41,1,8
1,0,41.41667,3.2,0.01023563,333.6117,0,0,0,6,1,0
1,0,40.91667,6,0.07896433,253.3658,1,0,2,42,1,20
1,0,32.33333,6.3,0.6214691,906.3092,0,0,0,2,1,0
0,0,36.41667,5.2,0.0002666667,0,1,0,2,12,1,0
1,0,39.58333,2.5,0.1922148,400.4475,0,0,2,12,1,4
1,0,27.75,2.04,0.1429055,364.8192,0,0,1,60,1,7
1,0,33.08333,3.6,0.05273589,113.75,1,1,0,37,1,18
0,1,40,3.6,5e-04,0,0,0,0,12,1,20
0,0,35.41667,3.6,0.0003333333,0,0,0,0,14,0,0
1,0,58.08333,4.4,0.02659568,97.18417,0,0,1,132,1,7
1,0,38.5,3.2,0.04341593,201.4825,0,0,3,30,1,7
1,0,27.41667,7,0.00075,898.4258,1,0,3,24,1,8
0,0,23.91667,2.1375,0.0007334963,0,1,0,1,13,1,7
1,0,20.16667,1.8,0.01248148,0,0,0,0,1,1,12
1,0,32.41667,3.5,0.06167429,544.5208,1,0,0,67,0,10
1,0,39.08333,3.4224,0.02909975,82.65916,1,0,3,50,1,9
1,0,38.41667,5.6,0.02921738,157.8442,1,0,4,114,0,7
1,0,33,1.77,0.038431,63.55167,0,0,0,111,1,1
1,0,35.58333,3.58,0.0519919,154.8592,1,0,2,44,0,7
1,0,25.91667,3.8,0.05987158,189.1767,1,0,0,23,1,6
1,0,33.25,2,0.2548275,424.6292,0,0,0,146,1,17
1,0,30.58333,2.512,0.04295223,148.0592,0,0,2,48,1,4
1,0,35.16667,2.3004,0.1334473,244.6533,0,0,0,13,1,9
0,0,22.58333,3.86,0.0003108808,0,0,1,0,9,1,3
0,0,30.33333,3.8,0.08315605,0,0,0,0,67,1,0
1,0,30.91667,4.566,0.0004615385,7.333333,1,0,0,5,1,19
0,5,43.83333,10.5,0.0003759399,0,1,0,4,168,1,16
1,0,40.58333,4.5,0.02651261,359.1225,1,0,5,2,1,0
1,0,35,4.1125,0.008998919,26.99667,0,1,1,60,1,7
1,0,23.83333,3.7,0.1596997,320.4867,1,0,2,18,0,0
1,0,37.66667,1.6752,0.03326991,245.3308,0,0,0,54,1,0
1,1,33.25,2.42,0.005216942,101.2625,1,0,3,42,1,13
1,0,31.83333,3.1,0.004155556,15,0,0,4,52,1,3
1,0,51.91667,2.54,0.002705882,14.66667,0,0,0,38,1,5
1,0,32.16667,9.7867,0.06705059,546.5033,1,0,2,144,1,10
1,0,23.25,2.5,0.09166333,91.99667,0,0,0,48,1,13
1,0,27.91667,3.84,0.0118375,40.83333,0,0,3,10,1,5
0,2,34.83333,2.37,0.07643376,0,0,0,2,77,1,3
1,1,37,7.8,0.01210897,78.54166,1,0,0,97,1,18
1,0,28.41667,3.2,0.01978,37.08333,0,0,0,13,1,4
1,0,24.91667,3.95,0.23063,256.6642,0,0,1,24,1,1
1,1,55.33333,3.7,0.0006060606,160.4517,1,0,2,300,1,0
1,0,30,1.73,0.030976,77.35667,0,0,1,42,0,12
0,1,28.83333,2.1375,0.03879551,0,1,0,0,26,1,3
1,0,38.83333,2.52,0.08646706,42.615,1,0,2,120,0,8
1,0,21.91667,1.95,0.1258194,335.435,0,0,1,40,1,4
1,0,27.75,2.7,0.09362111,248.7192,1,0,0,96,0,0
1,7,39.75,2.42,0.01701942,34.15583,1,0,2,60,1,25
1,0,31.25,4.8,0.06579486,404.49,1,0,0,30,1,13
0,3,45.75,3.7099,0.0003234589,0,0,0,2,28,1,11
1,0,35.25,2.16,0.0005825243,43.33917,1,0,2,115,0,0
0,0,25.16667,1.875,0.00064,0,0,0,0,7,0,2
1,0,34.25,2,0.131112,218.52,1,0,0,12,1,0
1,1,40.66667,2.7246,0.05119225,446.415,0,0,2,18,1,14
1,1,23,10,0.01710906,45.12417,1,0,0,35,1,4
1,0,30.25,1.85,0.1337421,502.2017,0,0,2,38,1,7
0,0,21.66667,2.304,0.0003125,0,0,1,1,12,0,1
1,0,39.41667,3.1,0.058608,438.3667,1,0,1,33,1,3
1,0,22.66667,2.1,0.00048,314.4908,0,0,0,12,0,0
1,0,35.83333,1.8829,0.3344596,1532.773,0,0,1,74,1,19
1,0,23.25,2.5,0.0444384,91.99667,0,0,0,54,0,1
1,1,55.25,4.9,0.06697714,273.49,0,0,0,14,1,17
1,0,27.58333,3.15,0.0003809524,134.3858,1,0,1,40,1,5
1,0,21,2.97,0.2689328,204.5367,1,0,1,4,1,7
1,0,23.83333,3.7,0.1221516,376.6342,0,0,0,12,1,5
1,0,42.83333,3.5412,0.1834562,38.0625,1,1,2,108,1,15
1,0,42.58333,4,0.01495,49.25,0,0,2,40,1,13
1,2,36.58333,3,0.038453,95.79916,0,0,0,8,1,4
1,0,30.66667,2.5,0.0611788,344.4708,1,0,1,2,1,14
1,0,27.75,3.9,0.1057439,405.3517,1,0,1,14,1,12
1,0,26.25,2.35,0.02238596,310.9375,1,0,0,115,1,10
1,0,26.91667,2.585,0.02505764,41.81667,0,0,0,18,1,9
1,0,26.5,1.51,0.002625298,63.91667,0,0,0,7,0,4
0,0,42.41667,1.85,0.0006666667,0,0,0,0,60,1,11
1,0,31.25,2.6,0.0743784,146.27,1,0,0,12,1,11
1,0,28.16667,1.8,0.0006666667,142.9508,0,0,0,24,1,2
1,0,35.58333,2,0.192044,319.49,0,0,0,156,1,4
0,0,37.75,3.2628,0.0004067797,0,0,0,1,98,1,3
1,0,40.33333,8.2,0.04285106,83.08334,1,0,1,30,1,2
1,0,27.75,7,0.0611788,127.3725,1,0,0,0,1,13
1,0,37.66667,3.6,0.01116743,64.56,1,0,2,96,0,5
1,0,24.25,2,0.026998,93.1975,0,0,0,18,0,12
1,0,20.66667,1.7,0.1336028,200.2375,0,0,0,6,1,4
1,0,24.66667,3.5,0.05705314,34.125,1,0,2,48,1,6
0,3,25.75,3.25,0.02071958,0,0,0,0,34,1,7
1,0,32.91667,3,0.068022,199.3692,0,0,0,216,1,5
1,0,38.91667,4.8,0.4745083,1898.033,1,0,1,12,1,11
1,0,33.25,3.18,0.3058082,129.3733,0,0,4,18,1,3
0,0,24.25,1.8,0.1076917,0,0,0,0,33,0,0
1,0,51.91667,1.5,0.02655333,32.775,0,0,0,38,0,5
1,0,32.16667,3,0.038453,95.79916,0,0,0,24,0,4
1,0,27.16667,2.6,0.1192053,317.4642,1,0,3,30,1,1
1,1,26.41667,2.42,0.0921725,215.0692,1,0,3,42,1,13
1,0,27.83333,3.54,0.006866666,19.59,0,0,2,3,1,0
1,3,39.33333,4.9,0.000244898,81.265,1,0,2,16,1,15
0,0,40.91667,1.84,0.00048,0,0,1,2,18,1,0
1,0,40.75,5.3726,0.04957879,119.3017,0,0,2,12,1,16
1,0,42.08333,2.304,0.03221615,104.5358,0,0,0,78,1,2
1,0,21.66667,5.1,0.1900073,475.0183,0,0,0,10,0,0
0,0,24.66667,3.074,0.0005882353,0,0,0,0,35,1,11
0,0,30.75,2.4585,0.1503596,0,1,0,4,53,1,4
1,0,46.25,5.4,0.111812,186.3533,0,0,0,204,1,7
0,0,33,3.248,0.111475,56.14917,0,0,2,144,0,2
1,0,37.33333,2.725,0.06123782,79.60917,0,0,2,13,1,13
1,0,18.75,2.2,0.05078546,93.10667,0,0,0,64,1,1
1,0,37.33333,4.1,0.03023229,0,1,0,2,5,1,17
1,0,24.25,1.6,0.2893312,144.6417,0,0,0,18,1,14
1,0,33.75,2.88,0.04106146,98.46416,0,0,0,7,1,0
1,0,20.5,3.05,0.1017243,258.5492,0,0,1,3,1,0
0,1,38.33333,4,0.04792941,0,0,1,2,40,1,7
0,0,39.08333,5.1,0.04952431,0,1,0,2,60,1,0
1,0,54.58333,2.64,0.0005555556,0,1,0,1,42,1,19
1,0,47.16667,1.65,0.07904787,108.6075,0,0,0,37,1,8
0,0,29.33333,2.4,0.02494458,0,0,0,0,30,1,11
1,0,21.25,3.7099,0.1932389,281.8067,0,0,2,6,1,3
1,0,40.75,3.074,0.03904502,642.4742,1,0,2,177,1,0
0,0,41.25,4.386,0.0002735978,0,1,0,3,72,1,0
0,0,22.66667,3.3,0.0003636364,0,1,0,2,27,1,18
0,0,23.66667,2.304,0.0005208334,0,0,0,3,24,1,0
0,0,53.66667,4.18,4e-04,0,0,0,1,12,0,2
0,2,34,2.15,0.0004824121,0,0,0,1,12,1,4
0,4,37.5,2.8055,0.0004277313,0,1,0,0,4,1,0
0,0,23.83333,2.55,0.0004705882,0,0,0,0,24,1,0
0,4,35.16667,3.1782,0.09312976,0,0,0,0,7,1,3
1,0,35.83333,2.15,0.03192233,56.69417,0,0,2,12,1,12
1,1,25.41667,1.7,0.0007058823,0,0,0,2,12,1,2
1,0,31.25,6,0.09483,474.15,1,0,0,48,1,6
1,1,62.91667,3.6,0.0004705882,0,0,0,2,12,0,13
1,0,31.33333,5,0.1082892,451.205,1,0,0,17,1,16
1,0,21.08333,5.5,0.05487727,251.5208,1,0,2,143,1,6
1,1,35,4.04,0.1101059,917.54,1,0,0,5,1,6
0,0,35,2.2,0.0002637363,0,1,0,0,19,0,15
0,0,20.91667,3.5,0.0004137931,0,0,0,0,6,1,3
1,0,30.33333,2.18,0.0005504587,147.7233,0,1,0,13,1,1
1,0,31.25,2.1,0.1538495,166.7267,0,0,0,53,1,6
1,0,41.83333,2.75,0.2269911,741.5042,1,0,1,136,0,0
1,0,61.08333,4.32,0.03697246,106.1692,0,0,1,51,0,6
1,0,24.83333,2.48,0.1313552,206.3817,0,1,0,63,1,0
1,0,40.91667,2.8,0.07620686,396.5,1,0,0,120,1,17
1,0,43.66667,10.0393,0.08070774,126.0225,0,0,1,12,1,18
1,0,23.08333,2.95,0.08436351,321.2108,1,0,0,12,1,17
1,0,40.33333,5,0.24272,1011.333,0,0,1,36,1,15
1,0,42.58333,2.2845,0.1137675,227.3683,0,0,2,51,1,29
1,0,45.58333,3.9,0.05496077,115.4167,1,0,2,6,1,7
0,3,25.91667,4.4692,0.08980467,0,0,0,1,36,0,5
1,0,42,3.12,0.03396795,297.9717,0,0,0,51,1,3
1,1,37.66667,2,0.1076917,358.9725,1,0,0,42,1,10
1,0,23.83333,2.3,0.03192233,265.6517,0,0,0,12,1,3
1,0,38.08333,3,0.0092175,631.9725,0,1,0,16,0,8
1,0,26,2.2,0.06259273,114.2533,0,0,0,108,1,4
0,4,22.33333,9.9999,0.0001200012,0,0,0,2,27,0,6
0,0,45.58333,13.5,0.0067932,13.4025,1,0,0,32,1,9
1,0,45.58333,3,0.05111367,115.4167,0,0,0,207,1,11
1,0,40.83333,3.2875,0.004230769,88.8175,0,0,1,54,1,12
1,0,18.66667,1.66,0.01221235,78.42834,1,0,0,51,1,2
0,0,34.33333,2.5,0.0032,11.16667,1,1,0,82,1,0
1,0,25.08333,4,0.1076917,131.8783,0,0,0,38,1,16
1,0,20.08333,1.74,0.3137003,277.9892,1,0,0,30,1,11
1,1,29.83333,1.875,0.08070774,1836.976,0,0,1,14,1,7
1,0,41.75,3.5,0.095609,238.8558,1,0,2,120,0,0
0,0,33.25,4.2,0.0002857143,0,0,0,2,52,1,0
0,0,53.33333,4.9,0.000244898,0,0,0,2,12,0,5
0,2,24.25,2.13,0.03879551,0,0,0,1,26,1,3
1,1,25.41667,1.7,0.05117067,95.52834,0,0,0,8,0,11
1,0,26.41667,4.38,0.1119048,156.5833,0,0,5,18,1,2
1,0,20.58333,2.32,0.1166047,225.2692,0,0,3,7,1,1
1,0,18.41667,1.968,0.006455285,38.71416,0,0,2,114,0,2
1,0,35.58333,3.3,3e-04,0,0,0,0,29,0,5
1,0,26.83333,2.9,0.2052491,271.5533,0,0,1,180,1,16
1,0,42,2.6,0.0004615385,53.30167,0,0,0,5,0,14
1,0,20.25,2,0.204897,341.245,0,0,0,16,1,6
0,0,38.75,4.7,0.0002553191,0,1,0,3,67,1,4
1,0,32,2.5,0.0544468,6.5175,0,0,0,12,1,4
1,2,33.16667,2,0.0005171522,86.14833,0,0,1,61,1,3
1,0,43.08333,7.8,0.026928,44.46333,0,0,0,60,0,2
1,0,27.16667,2.3558,0.01112149,21.33333,1,0,2,30,1,5
1,0,25.08333,1.5,0.111475,167.2125,0,0,0,6,1,7
1,0,40.75,3.5822,0.1270335,227.6017,1,0,1,67,0,16
1,0,44.5,2.65,0.009650944,20.47917,1,0,0,12,1,13
1,0,43.25,2,0.03142812,8.333333,1,0,0,9,0,4
1,2,36.75,3,0.03620279,129.3933,1,1,1,134,1,15
1,0,31.75,3.95,0.01055514,256.6642,1,0,1,24,1,20
0,0,22.83333,3.95,0.0003037975,0,1,0,0,27,1,0
0,5,27.16667,1.8804,0.00297809,3.75,1,0,0,37,1,7
1,0,28.16667,2.4,0.23063,461.26,1,0,1,164,0,1
1,0,49.66667,2.7,0.02268351,52.48917,0,0,0,120,1,3
1,0,42,6.6,0.007129848,38.71416,1,0,3,55,1,14
1,0,26.5,2.7,0.04111704,92.26334,1,0,1,42,0,0
1,1,29.41667,2.7,0.04264756,0,0,0,0,24,1,0
0,3,71.83334,4.1125,0.06251058,101.2008,1,0,1,24,1,8
1,0,24.5,4.7,0.01847894,138.7133,1,1,3,5,1,2
1,0,25.08333,6.5,0.04245641,0,0,0,0,50,1,6
1,0,29.25,2.51,0.02855478,94.26833,0,0,1,30,0,2
1,0,30.08333,6,0.06123966,306.0317,0,0,0,57,1,16
0,0,32.58333,5.5,0.0001846154,0,1,1,0,16,1,0
1,0,23.08333,2.56,0.000525279,320.5167,0,0,1,46,1,2
1,0,48.91667,5.1,0.1696612,721.06,1,0,0,48,1,9
1,2,35.91667,3.38,0.02563117,68.87083,1,0,2,18,1,15
0,0,25.33333,2.4,5e-04,0,1,0,0,14,1,5
1,0,24.91667,2.938,0.000381255,68.53333,1,0,0,14,1,0
1,1,63.16667,5.5,0.02048182,93.625,1,0,1,12,1,5
0,5,28.58333,4,0.0003846154,0,0,0,0,13,0,7
1,0,27.41667,1.64,0.0007317073,0,0,0,0,60,1,0
1,0,28.41667,6.9,0.07231405,121.5558,1,0,0,12,1,0
1,0,34.33333,2.3,0.017262,86.22667,1,0,1,48,1,5
1,0,30.16667,3.1,0.1816442,469.2475,1,0,0,27,1,15
1,0,23.58333,3.9,0.0920405,642.4742,0,0,1,14,1,0
1,0,30.83333,2.5,0.07896433,0,0,0,0,18,1,6
1,1,35.5,5.5,0.0003636364,58.60833,0,0,0,36,0,3
1,0,31.5,5.905,0.0251939,257.3017,0,0,0,12,0,2
1,1,30.58333,7.8,0.1486019,396.2717,1,0,2,12,0,18
1,3,24.58333,3.3,0.0003636364,256.1867,0,0,0,48,1,8
1,0,31.33333,3.2,0.04113469,109.6092,0,1,2,84,1,26
1,0,28.08333,2.16,0.0251939,123.8917,0,0,1,7,1,0
0,0,27.33333,3.2875,0.0002608696,88.8175,0,0,0,57,1,12
1,0,49.16667,5.2,0.090862,634.8625,0,0,2,48,1,11
1,0,30.25,1.75,0.0006857143,74.72667,1,0,0,11,1,0
1,0,47.75,1.7472,0.07401385,107.7642,1,0,0,4,0,12
0,0,45.83333,1.95,0.004564103,0,1,0,2,14,1,2
1,0,33.75,11,0.0001090909,0,1,1,0,429,1,10
1,0,24.16667,3.7,0.08017754,426.8325,0,0,0,12,1,0
1,0,25.41667,2.7,0.06417074,144.3842,1,0,1,5,1,8
1,0,24.25,4,0.0002406015,358.9725,0,0,2,32,1,10
1,0,25.25,2.1,0.03099,59.1475,0,0,0,4,1,8
1,0,25.25,5.5,5e-04,113.2958,0,1,1,11,1,8
1,0,46.16667,2.6,0.0004615385,188.7275,0,0,4,61,1,25
1,0,25.91667,2.4,0.2326392,465.195,1,0,0,168,1,16
1,1,36.25,2.52,0.06781389,142.2425,0,0,2,86,0,10
1,0,22.16667,1.56,0.02599111,501.8025,0,0,0,33,1,1
1,0,23.83333,2.4,0.06976553,88.5925,0,1,0,14,1,2
1,0,25.33333,2,0.1700255,282.8758,0,0,0,93,1,0
0,10,29.16667,2.58,0.1680209,0,1,0,4,144,1,12
1,0,25.41667,3.15,0.04128572,150.1767,0,0,0,44,1,3
1,0,42.08333,2.3,0.03221615,76.24416,0,0,0,24,0,2
1,0,49.83333,6,0.06075971,58.24583,1,0,0,25,0,5
1,0,25.83333,1.59,0.03396795,88.23333,0,0,0,87,1,9
0,0,30.41667,3.75,0.0048,0,1,0,3,45,1,5
1,1,62.91667,2.55,0.06567625,0,0,0,2,20,0,13
0,2,21.58333,2.46,0.1409972,0,1,0,2,4,1,11
1,0,39.75,3.8,0.06724951,138.5467,0,0,2,222,0,1
1,0,47.75,3,0.006635826,122.9292,0,0,2,4,1,1
1,1,27.91667,4,0.03709175,123.2225,1,0,2,30,0,22
1,0,53.16667,2.8,0.0004285714,0,1,0,1,156,0,11
0,0,22.83333,3.1475,0.000381255,0,0,0,0,9,1,0
0,1,24.91667,6,2e-04,0,0,0,0,3,1,2
1,0,25.16667,4.9875,0.03124,84.275,1,0,0,6,1,17
1,0,33,3.248,0.03697246,132.8508,0,0,2,144,0,0
1,0,40.41667,2.448,0.0767256,159.595,0,0,1,41,1,21
1,0,35.33333,2.2,0.05078546,135.045,0,0,0,144,1,10
1,0,42.08333,3.5,0.07068036,250.5208,0,0,0,98,1,4
1,0,42.75,4.56,0.04965899,15.83333,1,0,0,120,1,11
1,0,27.58333,2.76,0.07673334,23.25,1,0,2,30,1,1
1,0,22.5,2.535,0.1013325,214.065,0,0,2,24,1,9
0,0,40.91667,3.2388,0.0003705076,0,0,0,0,50,1,16
1,0,33.25,3.18,0.0003125,810.3917,0,0,0,38,0,3
1,0,45.58333,13.5,0.01031111,42.63083,1,0,1,6,1,2
0,0,25.83333,3.9,0.0003076923,0,1,0,2,18,1,3
0,0,30.33333,2.04,0.07990742,0,0,0,0,132,1,16
1,0,38.25,7.2904,0.07818501,129.4167,1,0,4,43,1,14
1,0,40.75,7.5,0.1270335,304.3817,0,0,1,67,1,16
0,0,34.58333,2.304,0.3747426,78.75083,0,0,1,76,1,2
1,0,24.66667,7.1,0.1754246,245.3517,0,0,2,12,1,0
1,0,41.66667,8,0.06724951,138.5467,1,0,2,38,0,10
1,0,63.5,6.4532,0.04216182,0,1,0,2,17,1,16
0,0,23.91667,5,0.0007334963,0,1,0,0,13,1,0
1,0,25.91667,3,0.062629,156.5725,1,0,0,72,1,6
0,0,46.25,2,0.00685,10.58333,1,0,0,52,1,1
0,0,20.5,1.54,0.1431333,114.8158,1,0,0,6,1,2
0,0,41.66667,1.5,8e-04,0,1,0,2,28,0,0
1,0,23.58333,3,0.07210633,179.7658,0,0,1,14,1,7
1,0,41.83333,5,0.1501082,625.3675,0,0,0,24,1,4
1,0,51.75,3.3,0.02165545,84.9025,1,0,3,188,1,0
0,0,53,11,8e-04,0,1,0,0,57,0,0
1,0,28.33333,3.9,0.04364769,67.66666,1,0,1,24,1,0
1,0,20.66667,1.6,0.08383188,111.6925,0,0,0,3,1,10
1,0,40.83333,2.2,0.1403464,8.333333,0,0,0,3,0,3
1,0,26.5,3,0.1877141,121.5558,0,0,0,12,1,11
0,4,23.08333,2.6,0.00025,0,1,0,0,37,1,6
1,0,25.75,4,0.1757384,89.82667,0,0,0,60,0,0
1,0,33.75,5,0.0501734,209.0558,1,1,0,38,0,11
1,0,24.5,2.6,0.06905923,318.51,1,0,0,72,1,2
1,0,26.08333,2.9,0.0637624,253.3658,1,0,0,14,1,20
1,0,25.08333,2.65,0.1172833,293.0417,0,0,0,12,1,11
